1.574272,1.199239,0.120168,0.692766,-0.049691,0.096516,-0.190272,-1.258662,0.708047,0.455828,0.791998,0.466491,-0.084904,0.004867,1.000000
0.637720,-0.961317,0.986883,0.416150,0.513621,1.014486,0.516945,0.429116,-0.781254,-0.693643,1.271107,-0.139065,-0.135251,-0.009852,0.000000
-1.367793,-2.804047,0.427238,0.800392,0.491968,0.146724,-0.917021,0.336947,-1.402999,0.592104,-0.132605,-0.608368,-0.230316,0.003964,0.000000
-4.657831,0.938395,1.026405,2.848808,-0.027788,0.062360,-2.201744,2.564099,-1.078131,-1.059999,-0.420250,0.254094,0.008205,0.000775,1.000000
1.743306,0.701006,0.190933,-1.336582,-2.283908,0.037212,0.600394,0.369417,-1.411667,0.003097,-0.293915,1.167568,-0.246386,-0.019480,0.000000
0.690692,-0.842364,-1.282080,-0.098740,0.474928,0.260434,-1.639558,-0.454535,0.228849,0.635233,-0.132180,0.301216,-0.047442,-0.006375,1.000000
0.685819,0.325076,-1.624314,-1.397617,-1.954133,-0.001627,0.788122,-0.755739,-0.668190,-0.860260,-0.233031,0.128918,0.251592,-0.001731,0.000000
1.143210,-0.461937,0.596775,0.077381,-0.030300,2.669717,-0.036859,-0.227438,-0.235482,-0.411039,-0.505266,0.436013,-0.056132,-0.008090,1.000000
0.579166,0.674024,-0.549846,0.735906,0.009109,0.023085,-0.061536,-1.066399,0.936519,-0.603397,-0.222903,-0.235132,0.149747,-0.000935,1.000000
0.637338,0.617500,1.120408,0.400900,0.576154,-0.330760,-1.905045,-1.006421,-1.105424,0.393731,0.014030,-0.551696,0.068660,0.003576,0.000000
-1.038921,-3.466574,0.717048,-0.162031,0.149824,-0.274021,-0.727443,0.115003,-0.992316,0.208109,-0.513687,-0.144861,-0.195729,0.012354,1.000000
-0.847482,0.841913,-0.312251,0.863133,-0.575440,0.854419,-0.257854,-1.320349,1.227261,-0.532144,-0.284845,-0.584329,0.177912,-0.002145,0.000000
1.610753,0.696016,0.088350,-0.632744,1.393752,0.735631,0.407033,0.093857,-0.512831,0.555467,0.828431,0.781884,0.073448,0.004505,0.000000
-0.257192,-1.762568,0.925010,0.203103,0.569334,0.751662,0.763865,-0.183849,-0.862123,-1.900072,0.149089,-0.103455,-0.253810,0.013316,0.000000
-0.307191,-3.584097,0.732250,-0.143077,0.136188,-0.281143,-0.749628,0.115400,-1.019221,0.297251,-0.394973,-0.075734,-0.228271,0.004076,0.000000
1.607947,0.923573,0.838893,0.434227,1.462888,-1.127487,0.441998,-0.470122,-1.032405,-0.196751,-0.293064,0.572588,0.063933,0.002679,0.000000
-4.559961,1.040938,1.256594,0.447995,0.424050,0.124759,-1.823587,-0.954656,-1.031743,-0.690570,-1.373075,-0.016598,0.328703,-0.008413,0.000000
0.606334,-1.043646,-1.121987,-0.177709,0.069128,1.340812,-1.985895,-0.300418,0.332019,-1.134188,-0.794655,0.653845,-0.182762,0.013389,0.000000
0.644403,-0.729508,0.271753,-0.316485,1.188562,0.508413,-1.561218,0.061046,-1.410911,-0.802319,-1.068716,-0.057216,-0.199364,-0.000322,1.000000
-1.485448,2.908984,-0.982685,2.948658,-0.094504,0.896765,0.217828,2.651962,1.190074,-0.034798,-0.711576,-0.676966,-0.003724,0.000786,1.000000
0.702751,0.844649,-0.064426,-1.220685,0.469822,-1.096997,0.422215,0.448908,1.039783,0.013178,-0.035795,-0.396272,0.007872,-0.001137,0.000000
0.986462,0.928425,0.503086,-0.666898,0.223711,-1.551370,0.315393,0.087330,0.850420,-0.113248,-0.356271,-0.241843,0.106168,0.001785,0.000000
0.652583,0.137028,0.085084,-0.655348,-0.719179,-0.934042,-2.047370,-0.324363,1.182895,-0.153843,-0.402519,-0.314824,-0.075724,-0.002945,0.000000
-5.561087,2.887237,-1.068340,0.764843,1.139406,0.613520,0.017831,2.017035,0.500090,-0.212852,-0.524628,0.725947,0.067967,0.002414,0.000000
0.700079,-0.386173,-1.593425,-0.616353,1.220347,-0.277554,-1.582861,-0.013746,0.039147,-0.828555,-0.289942,0.365411,-0.222542,0.004994,0.000000
0.026787,-2.447614,1.012124,-1.097555,0.484017,0.555370,-1.117378,0.540927,-1.109291,-1.389845,0.395071,-0.030404,0.259602,-0.000054,0.000000
-0.319723,-0.525842,-1.043124,-0.194930,0.254259,0.851316,-1.718855,-0.593764,0.294749,1.060985,0.150492,-0.710917,-0.321030,-0.020020,1.000000
0.023449,2.273021,-0.755815,3.191725,-0.204032,0.428563,-0.844458,2.496514,0.722153,-0.140884,-0.949849,-0.623950,0.158469,-0.001575,0.000000
1.358118,-0.159611,0.189394,0.091170,-1.291560,0.750233,-0.273844,-1.660773,1.697213,-0.690661,-0.366959,0.942296,0.015381,-0.001626,1.000000
0.880662,0.950354,-1.466911,-0.641074,-1.432333,0.766669,0.631298,-0.366741,-1.541215,-0.078454,0.393753,-0.274713,-0.420404,-0.031507,1.000000
1.613660,1.373508,0.596446,0.504658,0.968579,-0.938316,0.203136,-0.877986,-0.336356,0.398773,0.495872,0.333123,-0.063390,0.004782,0.000000
0.628086,0.263677,1.430453,1.278411,-0.469566,1.027743,-0.032656,-1.366327,-0.264881,1.331301,-0.252432,-0.447688,-0.007353,0.004559,0.000000
0.124764,-1.699771,-0.668421,2.034683,-0.440450,-0.654862,1.678364,-0.531021,1.092608,0.230293,0.370041,0.165640,0.108740,-0.003776,0.000000
1.382243,1.358055,1.171662,0.109656,1.416634,0.075416,1.419052,-0.300243,-0.906733,0.532115,0.412244,-0.097464,0.007710,0.006152,0.000000
0.175480,1.832214,-0.043974,2.264919,-0.356826,1.944270,-0.773296,2.012764,0.382859,0.531150,-0.254216,-0.752836,0.112749,0.002197,0.000000
-0.665315,2.326552,-1.492982,-0.337005,-1.216135,-1.738146,1.020538,-0.767744,-2.319637,-0.147745,0.244105,-0.808292,0.099057,-0.000361,0.000000
-7.286969,0.856358,0.064795,-0.170709,-1.242931,-1.231717,1.089635,-0.892015,0.129478,-0.189107,0.751216,0.515016,0.188249,-0.011973,0.000000
1.672691,1.122733,2.052427,-1.129023,-0.108407,-1.656937,0.290405,0.427240,0.435306,0.661058,-0.184464,0.192778,-0.050785,0.006842,1.000000
0.442988,-0.950370,0.878349,1.070575,-0.079328,-0.506136,-1.753814,-0.492351,-0.651397,-0.757465,1.142548,-0.255935,0.075010,0.000209,0.000000
-2.231920,-1.119777,1.140517,-0.397675,0.863696,1.363299,0.897190,0.057431,-1.053458,-1.258230,0.705520,-0.503024,0.289736,-0.001925,0.000000
1.396243,-0.108950,0.102191,0.016570,-0.748402,-1.456227,1.748737,-0.061672,0.679692,1.746040,-0.783884,0.903436,0.011401,0.002369,0.000000
0.408880,0.523932,-0.152207,-0.594485,0.951508,-1.860738,0.621652,-0.875710,0.472779,-0.941000,-0.668611,-0.219763,0.221529,-0.002688,0.000000
-0.860885,0.609719,-1.765409,-2.231010,-2.662893,-0.345424,-1.156734,0.426121,-1.294522,-0.229955,-0.219397,-0.723847,-0.262177,0.002997,1.000000
-0.598470,-0.969082,0.616719,0.822525,0.711571,1.118696,-1.652730,2.103417,-1.512929,-0.613007,0.704276,-0.871517,-0.178804,-0.004754,0.000000
1.014730,-1.197505,0.203464,-0.574867,-0.825601,0.987712,0.244552,0.431048,1.143209,0.118713,-1.366357,0.824360,-0.307058,-0.006439,1.000000
0.009070,-2.601274,1.319282,0.351038,-0.438672,0.002326,2.070735,1.220360,0.073000,0.260293,-0.782676,-0.104166,-0.313977,0.005011,1.000000
-0.508404,0.406446,0.495837,-0.219160,1.735278,0.130117,0.670813,0.174342,-1.228743,-0.751408,-1.007969,-0.707588,-0.225626,0.005845,1.000000
1.317019,0.921745,0.603580,0.429089,-0.032415,-0.324711,-0.840933,-1.012251,-1.034428,0.309627,0.214281,0.060775,0.000069,0.004015,1.000000
1.294804,0.817775,0.559791,1.924263,0.106852,0.409583,-0.316912,0.549117,-0.297577,-0.584399,-1.176611,0.117359,-0.581820,-0.029904,1.000000
1.149516,0.481338,-1.361437,-1.168440,2.105984,0.053528,0.739167,0.608762,-0.084148,-0.104157,0.606379,0.481163,0.277678,0.001759,0.000000
-1.322921,-0.206150,-0.233559,1.262065,-0.263616,-0.390434,0.229373,-0.560691,0.893188,-1.405905,0.946927,-0.662231,-0.564397,0.009224,1.000000
0.073033,0.610797,-0.877038,-0.823532,1.741962,0.295421,0.627436,0.287725,-0.158162,-0.192820,0.203713,-0.629405,-0.192988,-0.006267,0.000000
0.461283,0.019138,0.565269,2.848993,0.082260,-0.320248,-0.056716,1.961519,-0.457489,-1.365780,-0.047849,-0.249653,-0.099719,0.000312,0.000000
0.872904,-0.236375,-1.235086,-0.919660,-4.048869,-0.115112,-1.683380,-0.325583,-0.881847,-1.098531,-1.194586,0.630350,0.257567,-0.004215,0.000000
-0.528216,-2.074017,-0.353265,0.616252,-0.363734,-1.448963,1.017733,-0.687710,1.047651,0.364495,0.389470,-0.163649,0.174590,-0.004186,0.000000
1.563330,1.550347,-0.067880,0.394061,0.867917,-1.063295,0.149462,-0.965685,0.278782,0.508913,0.899582,0.318927,-0.073946,0.005526,0.000000
-1.250500,-0.539330,-2.799992,-0.768177,-1.678561,0.811630,1.474637,0.152851,-1.990549,1.009327,-0.788135,-0.031041,0.091028,0.005491,0.000000
1.732110,1.022789,0.409503,0.757636,0.001356,0.145870,-0.164765,-1.176227,0.408594,0.296561,0.516937,0.845152,-0.075972,0.004274,0.000000
-0.613958,-0.726530,-3.249472,-0.840548,-0.255019,-1.701478,-0.355824,0.104217,-2.092788,0.937824,-0.769461,0.043725,-0.178892,0.012315,1.000000
1.644888,1.632866,0.436755,1.423333,1.311919,0.049127,-0.046900,1.961262,-1.023216,0.415496,-0.264719,0.358766,-0.231347,-0.018538,1.000000
-0.555962,-0.247862,-1.269595,-0.347861,0.740424,1.223735,0.529237,-0.048320,0.585061,0.633046,-0.072594,-0.405007,0.208034,0.000266,0.000000
0.765450,0.108939,-0.788227,-0.840739,1.856273,0.433826,0.697183,0.553387,-0.453683,-0.560923,-0.177606,0.128179,0.393835,-0.000725,0.000000
1.075394,-0.676360,-0.113566,-1.421915,-1.020340,1.340039,-2.142856,0.296489,1.292968,0.092865,-0.021462,0.611913,0.045711,-0.003756,0.000000
1.704308,2.049420,1.705690,1.054910,0.090008,-1.253562,-0.223963,2.077264,-0.149660,0.779732,-0.572566,-0.016884,-0.135646,0.000642,0.000000
-2.492756,-2.214268,-0.385833,0.289380,-0.554217,-1.362529,-1.059284,-0.860939,0.729842,0.547155,0.341038,-0.461244,-0.492493,0.011704,0.000000
-0.315436,0.433196,-0.624166,-0.926176,1.028151,1.877068,0.369936,0.218248,0.126020,0.163114,0.509476,-0.607253,0.204430,0.000539,1.000000
0.522489,-0.882715,0.271656,0.340547,0.008676,0.118844,-0.730825,3.800370,0.051077,-0.977766,0.131488,0.191829,0.184965,0.000391,0.000000
1.141730,0.418824,0.911345,0.269853,0.560789,1.009160,0.139733,-0.481075,-0.604200,0.000796,-0.162419,-0.020360,0.111096,0.002347,0.000000
1.464219,1.669688,-0.198136,0.664852,-1.467437,0.772702,0.555436,2.193158,1.372258,0.368581,-0.236919,0.240437,0.030042,0.002672,0.000000
